asin,title,price,imUrl,brand,categories,description
3999837810,Fuente Deluxe Aniline Leather Pants black for Men,179.0,http://ecx.images-amazon.com/images/I/41nxMlucfCL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Pants', 'Casual'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall']]",
481713996X,Leather Trousers Bockle Men's Saddle Lederjeans Leather Pants Germany,229.0,http://ecx.images-amazon.com/images/I/41MEM6xwdqL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Pants', 'Casual'], ['Clothing, Shoes & Jewelry', 'Men', 'Big & Tall']]",
4911850813,Casio Sea Pathfinder Black SPF-60-1AV,,http://ecx.images-amazon.com/images/I/51WW66SFWFL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",Altimeter. Barometer. Thermometer. Dive Memory. Rotating Bezel. 100M Water Resistant. Auto EL Backlight. Alarm. Countdown Timer. Stopwatch .
4971850788,Casio Solar Powered Titanium Triple Sensor Pro Trek PRG60T-7AV,,http://ecx.images-amazon.com/images/I/51VQ4H18S7L._SY300_.jpg,,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
3924862206,"Kukishinden Ry&ucirc; (Bujinkan Bud&ocirc; Densho, Volume 1)",,http://ecx.images-amazon.com/images/I/41wTPUQtpiL.jpg,,"[['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Luggage', 'Travel Totes']]",
3987538945,New Titanium Black Stainless Steel Automatic Skeleton Mechanical Men Sport Watch,14.36,http://ecx.images-amazon.com/images/I/51emgb6nBeL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
500000003X,FACTORY 2ND - Sanita Professional in Black Cabrio Leather (EU 37),,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,,"[['Clothing, Shoes & Jewelry', 'Comfort Shoes'], ['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs']]",
5103277875,Necklace - Shield Of Faith (Cross) w/24&quot; Chain (Uncarded),,http://ecx.images-amazon.com/images/I/41-It82S-dL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry', 'Necklaces & Pendants']]",
5555015097,Top Gear Official Merchandise - Seriously Uncool,22.95,http://ecx.images-amazon.com/images/I/41PnrH4cbKL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
5555014368,Top Gear Official Merchandise - Captain Slow T-Shirt,22.95,http://ecx.images-amazon.com/images/I/41%2BjinqikZL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Movie & TV Fan', 'Tops & Tees', 'T-Shirts']]",
5000000048,FACTORY 2ND - Sanita Professional in Black Cabrio Leather (EU 38),,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,,"[['Clothing, Shoes & Jewelry', 'Comfort Shoes'], ['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs']]",
555501239X,Top Gear Official Merchandise - Stig Navy,22.95,http://ecx.images-amazon.com/images/I/31sYfvkT3nL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Movie & TV Fan', 'Tops & Tees', 'T-Shirts']]",
5555012322,Top Gear Official Merchandise - Stig Black,22.95,http://ecx.images-amazon.com/images/I/41I0OHsxWLL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
5555014090,Official Top Gear 'My Dad is The Stig' T-Shirt,19.75,http://ecx.images-amazon.com/images/I/41k0gB2BLCL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Girls'], ['Clothing, Shoes & Jewelry', 'Boys'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Movie & TV Fan', 'Tops & Tees', 'T-Shirts']]",
5555012349,Top Gear Official Merchandise - Stig Black,22.95,http://ecx.images-amazon.com/images/I/41I0OHsxWLL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
4971850491,Casio Men's Watch SPF70T-7,,http://ecx.images-amazon.com/images/I/517Jt8FvWaL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
5555015038,Top Gear Official Merchandise - NOT the Stig,22.95,http://ecx.images-amazon.com/images/I/319LpxRvbEL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
4971850813,Newest Casio PRG-70T Titanium Triple Sensor Solar Pathfinder Yacht Timer Duplex LCD display Watch,,http://ecx.images-amazon.com/images/I/51dsT%2BU0FDL._SY300_.jpg,,"[['Sports & Outdoors', 'Accessories', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Sport Watches'], ['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']]",
6035555551,medieval jewelry or desk box gothic knights with full suite of armor on (the digital angel),,http://ecx.images-amazon.com/images/I/4163volMQxL.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories', 'Jewelry Boxes & Organizers', 'Jewelry Boxes']]","With eight chivalrous knights guarding your valuables, you have little to fear in the way of pilferers. Cast in quality designer resin and hand-painted in full color, this collectible sculptural box features incredible detail, from individual bricks to fleurs-de-lis embellished armor.

5""Wx5""Dx3""H. 2 lbs."
6040383305,Elastic Raw Baltic Amber Bracelet 7',16.0,http://ecx.images-amazon.com/images/I/51AOOFLJrXL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry', 'Bracelets']]",
6040384441,Authentic Unpolished Baltic Amber Teething Necklace,,http://ecx.images-amazon.com/images/I/51iQhgVyOIL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry', 'Necklaces & Pendants']]",
6042496778,"Hot Sales Mens Jeans Premium Stylish Trouser Pants All Sizes (Dark Blue, 36WX32L)",,http://ecx.images-amazon.com/images/I/51S0j8J-pRL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Jeans']]",DSADA
6041616796,Muay Thai Kick Boxing T-shirt Thai Tattoo Twin Tigers (XL),,http://ecx.images-amazon.com/images/I/51ZI5Jtp4oL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Men', 'Shirts', 'T-Shirts']]","SIZES AVAILABLE: &#x2028;&#x2028;
Size Medium - Measures 18 inch armpit to armpit. Chest size 36 inch.&#x2028;&#x2028;
Length top to bottom: 27 inches.&#x2028;&#x2028;

Size Large - Measures 20 inch armpit to armpit. Chest size 40 inch.
Length top to bottom: 29 inches.&#x2028;&#x2028;

Size XL - Measures 22 inch armpit to armpit. Chest size 44 inch.
Length top to bottom: 31 inches.&#x2028;&#x2028;

Size XXL - Measures 24 inch armpit to armpit. Chest size 48 inch.
Length top to bottom: 32 inches.&#x2028;&#x2028;

Important: please check size before ordering"
6041006041,Sevendayz Men's The Weeknd Xo Long Sleeve Baseball T-Shirt,29.06,http://ecx.images-amazon.com/images/I/41ZMjp2M2BL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Men', 'Shirts', 'T-Shirts']]",
6148249588,"Women's Beanie Beret Knit Hat and Scarf Sets Many colors to choose, Coffee-B-254-3",9.99,http://ecx.images-amazon.com/images/I/410YGFXVlFL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Scarves & Wraps', 'Cold Weather Scarves & Wraps']]",
6152004780,The Vampire Diaries Katherine's Sunlight Proof Pendant Necklace Hot Jewelry,,http://ecx.images-amazon.com/images/I/51RAP2%2Bc2DL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty']]",
5555015119,Top Gear Official Merchandise - Sub Zero,22.95,http://ecx.images-amazon.com/images/I/41YcI91uhvL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
6175001664,Michael Kors Men's Rose Gold Watch Gift for Women,,http://ecx.images-amazon.com/images/I/51PNnEd8iAL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', ""Women's Luxury Brands""]]","The Michael Kors Story
Michael Kors is recognized as one of America's preeminent designers for luxury sportswear. His namesake company, established in 1981, currently produces a range of products through his Michael Kors Collection, KORS Michael Kors, MICHAEL Michael Kors labels, including women's ready to wear, women's accessories, and a full line of fragrance and beauty products for both women and men.
Product Description
Grab the spotlight in this rose gold stainless steel chronograph."
6152000629,Beautiful Michael Kors Women's Rose Gold Watch Gift for Women,,http://ecx.images-amazon.com/images/I/518jXx%2Bz9UL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Fashion Watches'], ['Clothing, Shoes & Jewelry', 'Michael Kors Watches'], ['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches'], ['Clothing, Shoes & Jewelry', ""Women's Luxury Brands""]]",
6175001273,The Lord of the Rings Necklace Pendant Amulet Brooch Gothic Elven Hot,,http://ecx.images-amazon.com/images/I/51TYADTjxRL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories', 'Jewelry Boxes & Organizers', 'Jewelry Chests']]","The elves leaves brooch is elves queen presented to the fellowship of team haselves magic brooch .Lord of the rings on the long journey,elves brooch expedition to the followship players rely on the courage"
6181954635,Decorative Pharaohs Egyptian designed Jewelry Box (Digital Angel),,http://ecx.images-amazon.com/images/I/31HjwxGv09L.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Jewelry Accessories', 'Jewelry Boxes & Organizers', 'Jewelry Boxes']]","The jewelry box, appearing ancient with its crackle-finished hieroglyphics, will protect your ancient treasures. Created from wood and hand-finished."
5555012330,Top Gear Official Merchandise - Stig Black,22.95,http://ecx.images-amazon.com/images/I/41I0OHsxWLL._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing']]",
7211045639,WinWin Korean Fashion Leather Double Wrap Belt Bracelet White,6.99,http://ecx.images-amazon.com/images/I/419yKtE0IUL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry', 'Bracelets']]",
7293005946,BSK Eyewear Unisex (Mens / Womes) Large Black Smoked Square Ski Style Aviator 'Cain' Sunglasses,,http://ecx.images-amazon.com/images/I/310AXn1Z6VL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']]",
7111324579,7 Seven Dwarfs Mascots Costumes Fancy Dress,,http://ecx.images-amazon.com/images/I/51%2Bch-W9YkL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]","Adult Size:ONE SIZE FITS MOST Adults 5'3""(160cm) to 5'11""(180cm) tall and under 200 lbs weight. If you need larger or smaller size, please contact us.
Characteristic:
1.Head material:the head material is POLYFOAM , it is different from the paperboard material or foam material that now most of costume head are made with.
2.Light: The head material is POLYFOAM ,so it make the head lighter than paperboard material, and the user can wear it for a long time, and not feel very tired ,and not add the shoulder pressure 
3.One-piece of the head material :: We use the advanced machine to manufacture POLYFOAM head, it is only one piece, it is stronger and enough hard to avoid to break when it meet strike accidentally ,User head can be protected very well,   but paperboard or foam head was produced by different  paperboard or foam pieces,  they was usually agglutinated by the bad gluewater ,this kind of head is not very firm, and very easily to turn into fragment, At the same time, the gluewater do harm to the User, It makes the User headache or feel unhappy.
4.Breather and vision : User can breath very well when he wears it, there are the hole of eyes and mouth and the neck area, They have enough ventilation for User, User have a good vision from the head eyes or mouth.
5.Eye net: there are plastic net on the costume eye, They can prevent the dust or the others into the User eyes.
6.Waterproof: POLYFOAM material can be Water resistance
7.Costume fabric:  We choose the high quality fabric for our costume. we fill polypropylene cotton Material in the middle of outer and inner fabric, It make the costume soft and verisimilitude.
Shipping time: Australia United States 7-12 business days arrival"
7482784861,Saint St Michael the Archangel Protector of Police and Military,12.99,http://ecx.images-amazon.com/images/I/41PDxLQc55L._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women'], ['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty']]",
7482785205,Small Yet Convenient Dulce De Leche Fish Jute Zip Close Coin Purse Wallet,,http://ecx.images-amazon.com/images/I/414C5g51JbL._SX395_.jpg,,"[['Clothing, Shoes & Jewelry', 'Women', 'Clothing'], ['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Coin Purses & Pouches']]",
7482785221,Blessed By Pope Benedict XVI St Saint Theresa of the Little Flowers Holy Card and Flower Beads Rosary (Spanish),19.99,http://ecx.images-amazon.com/images/I/51-eAcc-szL._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty']]",This beautiful Pink Bead Rosary Has been blessed by Pope Benedict XVI - Comes in his own little organza bag. What a beautiful gift would be to that special person
7482782028,Blessed By Pope Benedict XVI Rose Scented Carved Rose Petal Rosary,12.99,http://ecx.images-amazon.com/images/I/51gdLVzGYUL._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty']]","This religious item was blessed by Pope Benedict XVI at the Vatican in Rome, Italy... Included is little card with the blessing, We go to Italy twice a year to bless all our religious items. We also have some items that have not been blessed but equally beautiful. Our Rose Scented Wood Rosary is a great way to encourage Catholics to pray the rosary daily with the scent of roses - a traditional reminder of the Blessed Virgin Mary. Each rosary is durably crafted of rose scented wood beads, a traditional Madonna centerpiece and a papal style crucifix."
5699031936,Shungite. Obereg GLAZ GORA Na podveske / Shungite Ward &quot;Eye of Horus&quot; on the suspension,,http://ecx.images-amazon.com/images/I/2108qlP-ojL.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Jewelry', 'Necklaces & Pendants']]","Shungite Ward ""Eye of Horus."" Made in the form of a rectangular plate polished - 3 * 4 cm. 



Shungite pendant with constant wear affects the body, helping it to self-regulate and equalize the total energy background. 
shungite piece normalizes the flow of nerve processes in the body, increases efficiency and resistance to stress, a positive effect on the exchange of neurotransmitters.

The Eye of Horus is an ancient Egyptian symbol of protection, royal power and good health. The eye is personified in the goddess Wadjet (also written as Wedjat,[1][2][3]Uadjet, Wedjoyet, Edjo or Uto[4] and as The Eye of Ra[5] or ""Udjat""[6]). The name Wadjet is derived from ""wadj"" meaning ""green"" hence ""the green one"" and was known to the Greeks and Romans as ""uraeus"" from the Egyptian ""iaret"" meaning ""risen one"" from the image of a cobra rising up in protection.[7]

Wadjet was one of the earliest of Egyptian deities who later became associated with other goddesses such as Bast, Sekhmet, Mut, and Hathor. She was the tutelary deity of Lower Egypt and the major Delta shrine the ""per-nu"" was under her protection.[7] Hathor is also depicted with this eye.[8] Funerary amulets were often made in the shape of the Eye of Horus. The Wedjat or Eye of Horus is ""the central element"" of seven ""gold, faience, carnelian and lapis lazuli"" bracelets found on the mummy of Shoshenq II.[9] The Wedjat ""was intended to protect the king [here] in the afterlife""[10] and to ward off evil. Ancient Egyptian and Near Eastern sailors would frequently paint the symbol on the bow of their vessel to ensure safe sea travel."
7501958645,Light Purple &amp; Pink kitty HAT cosplay ANIME goth agf,,http://ecx.images-amazon.com/images/I/41LlUkgkQ7L._SX300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]","For Pokemon fan!
What a wonderful amazing fantastic gift for your friends and yourself! So cute and ingenious!
The hat is made of fleece cotton! The size is adjustable for adults and kids!"
7801784235,High Quality! Very Vivid! Angry Birds Adult Size Cartoon Mascot Costume,,http://ecx.images-amazon.com/images/I/51xVdZf116L._SX342_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']]",
7549000212,Spongebob Squarepants Adult Size Cartoon Mascot Costume,159.96,http://ecx.images-amazon.com/images/I/41QF3EfCI7L._SY300_.jpg,,"[['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes']]","Included  Accessories:Mascot head, mascot body, shoe covers, hand covers, (tail)
Material:Head: POLYFOAM (not paperboard). Perfect Vision, Lightweight, Breathable & Washable Inside
Outter Fabric: Short hair velvet 
lining Materials: POLYESTER TAFFETA 
filling Material in Mascot Costume body : polypropylene cotton
Weight:Total weight of custome(includes head) is only 4-6 lbs usually      
Package:Put into thick box,  size : 50*50*45CM
Characteristic:
1.Head material:the head material is POLYFOAM , it is different from the paperboard material or foam material that now most of costume head are made with.
2.Light: The head material is POLYFOAM ,so it make the head lighter than paperboard material, and the user can wear it for a long time, and not feel very tired ,and not add the shoulder pressure 
3.One-piece of the head material :: We use the advanced machine to manufacture POLYFOAM head, it is only one piece, it is stronger and enough hard to avoid to break when it meet strike accidentally ,User head can be protected very well,   but paperboard or foam head was produced by different  paperboard or foam pieces,  they was usually agglutinated by the bad gluewater ,this kind of head is not very firm, and very easily to turn into fragment, At the same time, the gluewater do harm to the User, It makes the User headache or feel unhappy.
4.Breather and vision : User can breath very well when he wears it, there are the hole of eyes and mouth and the neck area, They have enough ventilation for User, User have a good vision from the head eyes or mouth.
5.Eye net: there are plastic net on the costume eye, They can prevent the dust or the others into the User eyes.
6.Waterproof: POLYFOAM material can be Water resistance
7.Costume fabric:  We choose the high quality fabric for our costume. we fill polypropylene cotton Material in the middle of outer and inner fabric, It make the costume soft and verisimilitude.
Shipping time: Australia United States 7-12 business days arrival"
